7,64,0.003332
7,128,0.007969
7,196,0.015782
7,512,0.191857
7,640,0.355585
7,1024,1.764456
7,1048,1.554875
7,100,0.005339
7,200,0.019298
7,300,0.047774
7,400,0.098298
7,500,0.183805
7,600,0.297367
7,700,0.494486
7,800,0.718683
7,900,1.048416
7,1000,1.442391
7,1052,1.700863
7,1049,1.852678
7,1055,1.869527
7,1053,1.843353
7,1047,1.795891
7,1053,1.785748
7,1054,1.692818
7,1052,1.681867
7,100,0.005415
7,200,0.014843
7,300,0.039103
7,400,0.084092
7,500,0.164277
7,600,0.287396
7,700,0.564169
7,800,0.661918
7,900,0.995285
7,1000,1.339620
