3,64,0.002787
3,128,0.007493
3,196,0.016662
3,512,0.271966
3,640,0.506637
3,1024,2.593986
3,1048,2.329305
3,100,0.004966
3,200,0.018045
3,300,0.060210
3,400,0.119504
3,500,0.253845
3,600,0.411660
3,700,0.691196
3,800,0.970698
3,900,1.388733
3,1000,1.929321
3,1052,2.484989
3,1049,2.895450
3,1055,2.883395
3,1053,2.844618
3,1047,2.805510
3,1053,2.780160
3,1054,2.716317
3,1052,2.575752
3,100,0.004816
3,200,0.018422
3,300,0.052613
3,400,0.110293
3,500,0.226755
3,600,0.495679
3,700,0.654822
3,800,0.996691
3,900,1.446488
3,1000,2.038175
