12,64,0.003905
12,128,0.008815
12,196,0.017157
12,512,0.177599
12,640,0.343849
12,1024,1.571817
12,1048,1.409203
12,100,0.005317
12,200,0.017900
12,300,0.040602
12,400,0.087766
12,500,0.167596
12,600,0.277183
12,700,0.431363
12,800,0.622577
12,900,0.924436
12,1000,1.233195
12,1052,1.502035
12,1049,1.668791
12,1055,1.806466
12,1053,1.745628
12,1047,1.723607
12,1053,1.701058
12,1054,1.615870
12,1052,1.493540
12,100,0.005318
12,200,0.019880
12,300,0.046693
12,400,0.141790
12,500,0.164151
12,600,0.264954
12,700,0.431724
12,800,0.609275
12,900,0.878882
