4,64,0.002586
4,128,0.007101
4,196,0.016913
4,512,0.239450
4,640,0.464677
4,1024,2.081925
4,1048,1.926909
4,100,0.004773
4,200,0.025428
4,300,0.070175
4,400,0.137259
4,500,0.238120
4,600,0.400253
4,700,0.625659
4,800,0.849145
4,900,1.239796
4,1000,1.766956
4,1052,1.982309
4,1049,2.225655
4,1055,2.413291
4,1053,2.264976
4,1047,2.289244
4,1053,2.120603
4,1054,2.200137
4,1052,1.969343
4,100,0.004476
4,200,0.017871
4,300,0.052364
4,400,0.114971
4,500,0.228807
4,600,0.363367
4,700,0.576478
4,800,0.832841
4,900,1.337040
4,1000,1.685636
