1,100,1000000,0.012016
1,200,8000000,0.052542
1,300,27000000,0.149907
1,400,64000000,0.334303
1,500,125000000,0.603973
1,600,216000000,1.046704
1,700,343000000,1.528389
1,800,512000000,2.345438
1,900,729000000,3.215862
1,1000,1000000000,4.695314
2,100,1000000,0.007379
2,200,8000000,0.029154
2,300,27000000,0.086370
2,400,64000000,0.214028
2,500,125000000,0.396340
2,600,216000000,0.659252
2,700,343000000,0.951479
2,800,512000000,1.565553
2,900,729000000,1.931654
2,1000,1000000000,2.834623
3,100,1000000,0.005626
3,200,8000000,0.019429
3,300,27000000,0.055149
3,400,64000000,0.136742
3,500,125000000,0.265939
3,600,216000000,0.441236
3,700,343000000,0.669047
3,800,512000000,1.028597
3,900,729000000,1.478389
3,1000,1000000000,2.278036
4,100,1000000,0.004701
4,200,8000000,0.020911
4,300,27000000,0.054193
4,400,64000000,0.122728
4,500,125000000,0.233352
4,600,216000000,0.403162
4,700,343000000,0.590500
4,800,512000000,0.910872
4,900,729000000,1.214045
4,1000,1000000000,1.844803
5,100,1000000,0.005523
5,200,8000000,0.019516
5,300,27000000,0.049479
5,400,64000000,0.111450
5,500,125000000,0.205268
5,600,216000000,0.341866
5,700,343000000,0.537576
5,800,512000000,0.789906
5,900,729000000,1.105807
5,1000,1000000000,1.668607
6,100,1000000,0.005243
6,200,8000000,0.017449
6,300,27000000,0.046988
6,400,64000000,0.109047
6,500,125000000,0.213163
6,600,216000000,0.358096
6,700,343000000,0.524764
6,800,512000000,0.776227
6,900,729000000,1.072649
6,1000,1000000000,1.573783
7,100,1000000,0.005231
7,200,8000000,0.017867
7,300,27000000,0.049961
7,400,64000000,0.105909
7,500,125000000,0.192656
7,600,216000000,0.323417
7,700,343000000,0.486427
7,800,512000000,0.754579
7,900,729000000,1.013893
7,1000,1000000000,1.403708
8,100,1000000,0.006006
8,200,8000000,0.019713
8,300,27000000,0.046856
8,400,64000000,0.106161
8,500,125000000,0.184299
8,600,216000000,0.314435
8,700,343000000,0.442775
8,800,512000000,0.686317
8,900,729000000,0.963505
8,1000,1000000000,1.328717
10,100,1000000,0.006324
10,200,8000000,0.018561
10,300,27000000,0.046587
10,400,64000000,0.097882
10,500,125000000,0.184594
10,600,216000000,0.303962
10,700,343000000,0.456096
10,800,512000000,0.684703
10,900,729000000,0.954660
10,1000,1000000000,1.332485
12,100,1000000,0.005634
12,200,8000000,0.020275
12,300,27000000,0.045256
12,400,64000000,0.097352
12,500,125000000,0.176875
12,600,216000000,0.289977
12,700,343000000,0.436671
12,800,512000000,0.672182
12,900,729000000,0.896092
12,1000,1000000000,1.243758
14,100,1000000,0.005740
14,200,8000000,0.018988
14,300,27000000,0.042796
14,400,64000000,0.097312
14,500,125000000,0.163953
14,600,216000000,0.281174
14,700,343000000,0.440921
14,800,512000000,0.645992
14,900,729000000,0.861392
14,1000,1000000000,1.270580
16,100,1000000,0.005735
16,200,8000000,0.018129
16,300,27000000,0.045066
16,400,64000000,0.096582
16,500,125000000,0.170792
16,600,216000000,0.280932
16,700,343000000,0.432911
16,800,512000000,0.626456
16,900,729000000,0.846136
16,1000,1000000000,1.242823
32,100,1000000,0.005608
32,200,8000000,0.018086
32,300,27000000,0.041577
32,400,64000000,0.086392
32,500,125000000,0.157771
32,600,216000000,0.255999
32,700,343000000,0.391960
32,800,512000000,0.578218
32,900,729000000,0.809214
32,1000,1000000000,1.164144
64,100,1000000,0.005696
64,200,8000000,0.016788
64,300,27000000,0.040867
64,400,64000000,0.086069
64,500,125000000,0.148972
64,600,216000000,0.240166
64,700,343000000,0.376066
64,800,512000000,0.547925
64,900,729000000,0.783060
64,1000,1000000000,1.109107
128,100,1000000,0.006025
128,200,8000000,0.018104
128,300,27000000,0.040268
128,400,64000000,0.085416
128,500,125000000,0.150765
128,600,216000000,0.242246
128,700,343000000,0.374184
128,800,512000000,0.550050
128,900,729000000,0.790102
128,1000,1000000000,1.117083
256,100,1000000,0.005199
256,200,8000000,0.018743
256,300,27000000,0.039806
256,400,64000000,0.082888
256,500,125000000,0.146007
256,600,216000000,0.244219
256,700,343000000,0.374342
256,800,512000000,0.556432
256,900,729000000,0.774943
256,1000,1000000000,1.109659
512,100,1000000,0.005366
512,200,8000000,0.017568
512,300,27000000,0.042531
512,400,64000000,0.086418
512,500,125000000,0.152060
512,600,216000000,0.238791
512,700,343000000,0.364726
512,800,512000000,0.545382
512,900,729000000,0.768132
512,1000,1000000000,1.102479
1024,100,1000000,0.005844
1024,200,8000000,0.019836
1024,300,27000000,0.043778
1024,400,64000000,0.082648
1024,500,125000000,0.145075
1024,600,216000000,0.241193
1024,700,343000000,0.357301
1024,800,512000000,0.545768
1024,900,729000000,0.762062
1024,1000,1000000000,1.108836
