14,100,1000000,0.001654
14,200,8000000,0.008923
14,300,27000000,0.025920
14,400,64000000,0.060862
14,500,125000000,0.118066
14,600,216000000,0.208165
14,700,343000000,0.325644
14,800,512000000,0.492260
14,900,729000000,0.689236
14,1000,1000000000,0.931375
14,1100,1331000000,1.232581
14,1200,1728000000,1.590486
14,1300,-2097967296,2.037280
14,1400,-1550967296,2.537463
14,1500,-919967296,3.127874
14,1600,-198967296,3.758643
14,1700,618032704,4.553300
14,1800,1537032704,5.364476
14,1900,-1730934592,6.311346
14,2000,-589934592,7.380266
14,2050,25190408,7.976041
14,2100,671065408,8.499292
14,2150,1348440408,9.124542
14,2200,2058065408,9.752846
14,2250,-1494276888,10.490752
14,2300,-717901888,11.113437
14,2350,92973112,11.947956
14,2400,939098112,12.681399
