1,100,1000000,0.003916
1,200,8000000,0.030052
1,300,27000000,0.100929
1,400,64000000,0.241610
1,500,125000000,0.468074
1,600,216000000,0.797973
1,700,343000000,1.308044
1,800,512000000,1.903649
1,900,729000000,2.710992
1,1000,1000000000,3.736421
1,1100,1331000000,4.953685
1,1200,1728000000,6.415070
1,1300,-2097967296,8.173415
1,1400,-1550967296,10.212174
1,1500,-919967296,12.720498
1,1600,-198967296,15.289532
1,1700,618032704,18.323054
1,1800,1537032704,21.576305
1,1900,-1730934592,25.611981
1,2000,-589934592,29.761518
1,2050,25190408,32.024742
1,2100,671065408,34.423153
1,2150,1348440408,36.987577
1,2200,2058065408,39.396810
1,2250,-1494276888,42.356447
1,2300,-717901888,44.611933
1,2350,92973112,48.247022
1,2400,939098112,51.394527
2,100,1000000,0.002177
2,200,8000000,0.015358
2,300,27000000,0.050131
2,400,64000000,0.118919
2,500,125000000,0.235515
2,600,216000000,0.402775
2,700,343000000,0.640130
2,800,512000000,0.946710
2,900,729000000,1.361488
2,1000,1000000000,1.862992
2,1100,1331000000,2.473365
2,1200,1728000000,3.191203
2,1300,-2097967296,4.088628
2,1400,-1550967296,5.114947
2,1500,-919967296,6.295872
2,1600,-198967296,7.613733
2,1700,618032704,9.143798
2,1800,1537032704,10.850903
2,1900,-1730934592,12.738223
2,2000,-589934592,14.807332
2,2050,25190408,16.012931
2,2100,671065408,17.215755
2,2150,1348440408,18.503196
2,2200,2058065408,19.763586
2,2250,-1494276888,21.171129
2,2300,-717901888,22.618906
2,2350,92973112,24.137152
2,2400,939098112,25.654121
3,100,1000000,0.001520
3,200,8000000,0.010609
3,300,27000000,0.033851
3,400,64000000,0.080051
3,500,125000000,0.157954
3,600,216000000,0.273006
3,700,343000000,0.435091
3,800,512000000,0.641299
3,900,729000000,0.910654
3,1000,1000000000,1.264285
3,1100,1331000000,1.670824
3,1200,1728000000,2.171084
3,1300,-2097967296,2.753631
3,1400,-1550967296,3.433905
3,1500,-919967296,4.219539
3,1600,-198967296,5.173689
3,1700,618032704,6.158567
3,1800,1537032704,7.328357
3,1900,-1730934592,8.550041
3,2000,-589934592,9.962019
3,2050,25190408,10.800301
3,2100,671065408,11.588949
3,2150,1348440408,12.463869
3,2200,2058065408,13.177957
3,2250,-1494276888,14.204304
3,2300,-717901888,15.171477
3,2350,92973112,16.253680
3,2400,939098112,17.264119
4,100,1000000,0.001189
4,200,8000000,0.010405
4,300,27000000,0.031721
4,400,64000000,0.067881
4,500,125000000,0.118957
4,600,216000000,0.212697
4,700,343000000,0.326963
4,800,512000000,0.492974
4,900,729000000,0.702576
4,1000,1000000000,0.950321
4,1100,1331000000,1.280561
4,1200,1728000000,1.665289
4,1300,-2097967296,2.096975
4,1400,-1550967296,2.618028
4,1500,-919967296,3.251355
4,1600,-198967296,3.883771
4,1700,618032704,4.681022
4,1800,1537032704,5.588333
4,1900,-1730934592,6.524161
4,2000,-589934592,7.611914
4,2050,25190408,8.222600
4,2100,671065408,8.801664
4,2150,1348440408,9.502184
4,2200,2058065408,10.213786
4,2250,-1494276888,10.874422
4,2300,-717901888,11.591838
4,2350,92973112,12.326227
4,2400,939098112,13.294380
5,100,1000000,0.001533
5,200,8000000,0.010652
5,300,27000000,0.032636
5,400,64000000,0.075012
5,500,125000000,0.142976
5,600,216000000,0.242610
5,700,343000000,0.377514
5,800,512000000,0.561815
5,900,729000000,0.783349
5,1000,1000000000,1.073296
5,1100,1331000000,1.435224
5,1200,1728000000,1.841462
5,1300,-2097967296,2.320304
5,1400,-1550967296,2.954546
