4,100,1000000,0.000463
4,200,8000000,0.002824
4,300,27000000,0.009518
4,400,64000000,0.022114
4,500,125000000,0.052777
4,600,216000000,0.073207
4,700,343000000,0.120765
4,800,512000000,0.178528
4,900,729000000,0.250458
4,1000,1000000000,0.344858
4,1100,1331000000,0.473083
4,1200,1728000000,0.688245
4,1300,-2097967296,0.799630
4,1400,-1550967296,1.205625
4,1500,-919967296,1.304227
4,1600,-198967296,1.856810
4,1700,618032704,2.077373
4,1800,1537032704,2.742721
4,1900,-1730934592,2.851133
4,2000,-589934592,3.931307
4,2050,25190408,4.223128
4,2100,671065408,4.140142
4,2150,1348440408,4.504487
4,2200,2058065408,5.260809
4,2250,-1494276888,5.570920
4,2300,-717901888,5.301433
4,2350,92973112,5.648969
4,2400,939098112,6.864945
